CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Date
1960,Female,85,155432,21,Engineer,4,6,11/12/2019
1961,Female,70,108544,49,Entertainment,4,5,11/12/2019
1962,Female,52,106530,46,Engineer,7,2,11/12/2019
1963,Male,70,124359,51,Homemaker,7,7,11/12/2019
1964,Female,88,146970,90,Artist,7,6,11/12/2019
1965,Male,61,182176,96,Artist,9,5,11/12/2019
1966,Female,46,114435,34,Artist,8,3,11/12/2019
1967,Male,65,134213,32,Homemaker,8,4,11/12/2019
1968,Female,84,115580,73,Entertainment,8,5,11/12/2019
1969,Female,76,124034,88,Executive,10,2,11/12/2019
1970,Male,31,67894,42,Doctor,9,1,11/12/2019
1971,Male,55,107099,89,Executive,4,6,11/12/2019
1972,Male,45,140263,88,Entertainment,10,5,11/12/2019
1973,Male,98,104249,12,Engineer,5,2,11/12/2019
1974,Male,40,168821,36,Executive,4,5,11/12/2019
1975,Female,14,153145,59,Healthcare,8,6,11/12/2019
1976,Female,41,128960,43,Executive,9,4,11/12/2019
1977,Male,60,127438,82,Engineer,7,2,11/12/2019
1978,Male,60,125968,100,Lawyer,8,2,11/12/2019
1979,Male,84,104589,85,Artist,10,2,11/12/2019
1980,Male,0,165321,93,Doctor,8,1,11/12/2019
1981,Female,10,86925,76,Artist,7,2,11/12/2019
1982,Female,62,149797,19,Artist,5,6,11/12/2019
1983,Male,33,137094,68,Lawyer,4,1,11/12/2019
1984,Female,52,55395,41,Marketing,10,1,11/12/2019
1985,Female,2,153622,51,Lawyer,6,6,11/12/2019
1986,Male,27,74050,44,Entertainment,8,1,11/12/2019
1987,Female,4,68094,61,Doctor,4,7,11/12/2019
1988,Male,63,59244,80,Artist,7,1,11/12/2019
1989,Female,54,118944,77,Artist,4,4,11/12/2019
1990,Female,47,75293,55,Doctor,6,7,11/12/2019
1991,Female,30,166983,69,Artist,7,3,11/12/2019
1992,Female,97,129444,96,Entertainment,5,6,11/12/2019
1993,Male,94,181183,24,Marketing,9,3,11/12/2019
1994,Female,64,175254,100,Artist,9,5,11/12/2019
1995,Female,19,54121,89,Engineer,6,3,11/12/2019
1996,Female,71,184387,40,Artist,8,7,11/12/2019
1997,Female,91,73158,32,Doctor,7,7,11/12/2019
1998,Male,87,90961,14,Healthcare,9,2,11/12/2019
1999,Male,77,182109,4,Executive,7,2,11/12/2019
2000,Male,90,110610,52,Entertainment,5,2,11/12/2019
